20,1879.9746660755418,19.53955078125,29.9619140625,79.341552734375,108.201171875,206.5078125,212.35986328125,214.1044921875,218.2783203125
20,1821.1040441905118,19.951416015625,37.16455078125,87.962158203125,111.068603515625,206.78466796875,213.87060546875,217.917724609375,348.657958984375
40,2956.0696113409253,27.189208984375,87.257080078125,101.2314453125,117.14794921875,209.13525390625,217.690185546875,220.235595703125,227.778076171875
40,2945.7898078109415,27.024658203125,87.671875,101.62109375,117.8603515625,209.34228515625,218.595458984375,221.957275390625,238.823486328125
40,2901.528668077413,26.708740234375,88.717041015625,102.526611328125,116.763916015625,209.27001953125,218.73193359375,222.849853515625,230.011962890625
60,3757.809987272606,34.430419921875,100.2080078125,111.93212890625,126.733154296875,212.466796875,224.11328125,227.6962890625,249.326904296875
60,3708.688254131361,34.4677734375,100.970458984375,114.322998046875,135.102783203125,212.131591796875,224.310546875,230.141845703125,348.991455078125
60,3781.6545047679974,34.766845703125,98.69189453125,111.039306640625,123.16015625,212.220947265625,222.841064453125,225.84521484375,233.00537109375
40,3255.8967817667412,19.051025390625,91.1064453125,102.60009765625,113.4580078125,205.129150390625,210.527587890625,212.84228515625,239.779052734375
40,3325.7479208121067,19.087646484375,86.767333984375,99.4296875,110.994140625,205.2646484375,210.2578125,212.205810546875,215.502685546875
40,3213.2468609438074,18.675537109375,89.722412109375,101.177490234375,110.984619140625,204.773681640625,210.202392578125,212.24072265625,216.308837890625
80,5234.805073412158,27.561279296875,101.316162109375,110.2998046875,122.36962890625,208.60791015625,218.19580078125,222.441162109375,301.19921875
80,5244.752269002357,27.685302734375,101.6904296875,109.91015625,118.439697265625,208.755615234375,216.871337890625,220.698974609375,228.086669921875
80,5156.766840184556,27.99951171875,101.5048828125,109.851806640625,121.542236328125,208.4384765625,217.072998046875,221.3125,368.01416015625
120,6436.542191615949,42.239013671875,112.8544921875,120.032958984375,131.572265625,216.3251953125,229.682861328125,235.103271484375,249.258544921875
120,6436.542191615949,42.239013671875,112.8544921875,120.032958984375,131.572265625,216.3251953125,229.682861328125,235.103271484375,249.258544921875
120,6514.0351365034785,42.641845703125,111.938232421875,119.4931640625,130.025390625,216.52734375,229.354736328125,234.179443359375,244.2255859375
120,6401.687823823243,42.481689453125,113.36669921875,121.391845703125,148.672607421875,216.119873046875,230.48291015625,237.531982421875,307.1845703125
60,4508.355988044345,19.625,95.95849609375,105.126953125,113.253173828125,204.823974609375,209.929443359375,212.349365234375,219.6669921875
60,4517.409912502373,19.586669921875,95.9033203125,105.220703125,112.755615234375,204.893798828125,210.26806640625,212.355224609375,216.571533203125
60,4503.2562086374965,19.6484375,95.36279296875,104.844970703125,112.255615234375,204.95654296875,210.273681640625,212.296142578125,216.851318359375
120,6729.421020506202,37.62255859375,110.091796875,116.633544921875,126.37548828125,213.386962890625,224.255859375,227.8857421875,234.8095703125
120,6597.593322614147,36.619384765625,111.320068359375,118.57763671875,188.5732421875,214.013916015625,226.825439453125,233.0068359375,406.144287109375
120,6771.170913414295,37.338623046875,109.240966796875,115.37255859375,124.606201171875,212.93603515625,223.6865234375,227.753662109375,235.962646484375
180,7185.422285037283,73.967041015625,140.846923828125,151.879150390625,170.95458984375,244.202880859375,271.2138671875,279.185791015625,297.85107421875
180,7090.662370264201,74.816162109375,144.459716796875,157.416259765625,247.161865234375,244.519287109375,273.6220703125,288.77197265625,412.397705078125
